station_number,lat,long,station_name,year,tmean
039123,-23.86,151.26,GLADSTONE RADAR,1960,22.0
039123,-23.86,151.26,GLADSTONE RADAR,1961,22.0
039123,-23.86,151.26,GLADSTONE RADAR,1962,22.3
039123,-23.86,151.26,GLADSTONE RADAR,1963,22.0
039123,-23.86,151.26,GLADSTONE RADAR,1964,22.8
039123,-23.86,151.26,GLADSTONE RADAR,1965,22.5
039123,-23.86,151.26,GLADSTONE RADAR,1966,22.1
039123,-23.86,151.26,GLADSTONE RADAR,1967,22.3
039123,-23.86,151.26,GLADSTONE RADAR,1968,22.5
039123,-23.86,151.26,GLADSTONE RADAR,1969,22.9
039123,-23.86,151.26,GLADSTONE RADAR,1970,22.9
039123,-23.86,151.26,GLADSTONE RADAR,1971,22.2
039123,-23.86,151.26,GLADSTONE RADAR,1972,22.1
039123,-23.86,151.26,GLADSTONE RADAR,1973,23.3
039123,-23.86,151.26,GLADSTONE RADAR,1974,22.0
039123,-23.86,151.26,GLADSTONE RADAR,1975,22.6
039123,-23.86,151.26,GLADSTONE RADAR,1976,22.5
039123,-23.86,151.26,GLADSTONE RADAR,1977,22.4
039123,-23.86,151.26,GLADSTONE RADAR,1978,22.7
039123,-23.86,151.26,GLADSTONE RADAR,1979,23.3
039123,-23.86,151.26,GLADSTONE RADAR,1980,23.5
039123,-23.86,151.26,GLADSTONE RADAR,1981,23.0
039123,-23.86,151.26,GLADSTONE RADAR,1982,23.0
039123,-23.86,151.26,GLADSTONE RADAR,1983,22.8
039123,-23.86,151.26,GLADSTONE RADAR,1984,22.8
039123,-23.86,151.26,GLADSTONE RADAR,1985,23.0
039123,-23.86,151.26,GLADSTONE RADAR,1986,23.1
039123,-23.86,151.26,GLADSTONE RADAR,1987,23.2
039123,-23.86,151.26,GLADSTONE RADAR,1988,23.3
039123,-23.86,151.26,GLADSTONE RADAR,1989,22.5
039123,-23.86,151.26,GLADSTONE RADAR,1990,23.0
039123,-23.86,151.26,GLADSTONE RADAR,1991,23.4
039123,-23.86,151.26,GLADSTONE RADAR,1992,23.0
039123,-23.86,151.26,GLADSTONE RADAR,1993,23.4
039123,-23.86,151.26,GLADSTONE RADAR,1994,23.1
039123,-23.86,151.26,GLADSTONE RADAR,1995,23.6
039123,-23.86,151.26,GLADSTONE RADAR,1996,23.0
039123,-23.86,151.26,GLADSTONE RADAR,1997,23.5
039123,-23.86,151.26,GLADSTONE RADAR,1998,23.8
039123,-23.86,151.26,GLADSTONE RADAR,1999,22.8
039123,-23.86,151.26,GLADSTONE RADAR,2000,22.5
039123,-23.86,151.26,GLADSTONE RADAR,2001,23.5
039123,-23.86,151.26,GLADSTONE RADAR,2002,23.5
039123,-23.86,151.26,GLADSTONE RADAR,2003,23.3
039123,-23.86,151.26,GLADSTONE RADAR,2004,23.8
039123,-23.86,151.26,GLADSTONE RADAR,2005,24.4
039123,-23.86,151.26,GLADSTONE RADAR,2006,23.8
039123,-23.86,151.26,GLADSTONE RADAR,2007,23.5
039123,-23.86,151.26,GLADSTONE RADAR,2008,23.1
039123,-23.86,151.26,GLADSTONE RADAR,2009,24.1
039123,-23.86,151.26,GLADSTONE RADAR,2010,23.2
039123,-23.86,151.26,GLADSTONE RADAR,2011,23.0
039123,-23.86,151.26,GLADSTONE RADAR,2012,23.1
013017,-25.03,128.30,GILES METEOROLOGICAL OFFICE,1957,22.9
013017,-25.03,128.30,GILES METEOROLOGICAL OFFICE,1958,22.2
013017,-25.03,128.30,GILES METEOROLOGICAL OFFICE,1959,22.8
013017,-25.03,128.30,GILES METEOROLOGICAL OFFICE,1960,21.9
013017,-25.03,128.30,GILES METEOROLOGICAL OFFICE,1961,22.8
013017,-25.03,128.30,GILES METEOROLOGICAL OFFICE,1962,22.3
013017,-25.03,128.30,GILES METEOROLOGICAL OFFICE,1963,23.3
013017,-25.03,128.30,GILES METEOROLOGICAL OFFICE,1964,22.5
013017,-25.03,128.30,GILES METEOROLOGICAL OFFICE,1965,23.5
013017,-25.03,128.30,GILES METEOROLOGICAL OFFICE,1966,22.0
013017,-25.03,128.30,GILES METEOROLOGICAL OFFICE,1967,21.9
013017,-25.03,128.30,GILES METEOROLOGICAL OFFICE,1968,21.6
013017,-25.03,128.30,GILES METEOROLOGICAL OFFICE,1969,22.0
013017,-25.03,128.30,GILES METEOROLOGICAL OFFICE,1970,22.6
013017,-25.03,128.30,GILES METEOROLOGICAL OFFICE,1971,22.6
013017,-25.03,128.30,GILES METEOROLOGICAL OFFICE,1972,22.9
013017,-25.03,128.30,GILES METEOROLOGICAL OFFICE,1973,22.8
013017,-25.03,128.30,GILES METEOROLOGICAL OFFICE,1974,20.7
013017,-25.03,128.30,GILES METEOROLOGICAL OFFICE,1975,22.0
013017,-25.03,128.30,GILES METEOROLOGICAL OFFICE,1976,21.6
013017,-25.03,128.30,GILES METEOROLOGICAL OFFICE,1977,22.9
013017,-25.03,128.30,GILES METEOROLOGICAL OFFICE,1978,22.0
013017,-25.03,128.30,GILES METEOROLOGICAL OFFICE,1979,23.0
013017,-25.03,128.30,GILES METEOROLOGICAL OFFICE,1980,23.8
013017,-25.03,128.30,GILES METEOROLOGICAL OFFICE,1981,22.8
013017,-25.03,128.30,GILES METEOROLOGICAL OFFICE,1982,22.3
013017,-25.03,128.30,GILES METEOROLOGICAL OFFICE,1983,22.2
013017,-25.03,128.30,GILES METEOROLOGICAL OFFICE,1984,22.1
013017,-25.03,128.30,GILES METEOROLOGICAL OFFICE,1985,23.2
013017,-25.03,128.30,GILES METEOROLOGICAL OFFICE,1986,23.1
013017,-25.03,128.30,GILES METEOROLOGICAL OFFICE,1987,22.5
013017,-25.03,128.30,GILES METEOROLOGICAL OFFICE,1988,22.8
013017,-25.03,128.30,GILES METEOROLOGICAL OFFICE,1989,21.9
013017,-25.03,128.30,GILES METEOROLOGICAL OFFICE,1990,23.0
013017,-25.03,128.30,GILES METEOROLOGICAL OFFICE,1991,23.9
013017,-25.03,128.30,GILES METEOROLOGICAL OFFICE,1992,22.2
013017,-25.03,128.30,GILES METEOROLOGICAL OFFICE,1993,22.7
013017,-25.03,128.30,GILES METEOROLOGICAL OFFICE,1994,23.0
013017,-25.03,128.30,GILES METEOROLOGICAL OFFICE,1995,22.8
013017,-25.03,128.30,GILES METEOROLOGICAL OFFICE,1996,23.9
013017,-25.03,128.30,GILES METEOROLOGICAL OFFICE,1997,23.0
013017,-25.03,128.30,GILES METEOROLOGICAL OFFICE,1998,23.5
013017,-25.03,128.30,GILES METEOROLOGICAL OFFICE,1999,22.0
013017,-25.03,128.30,GILES METEOROLOGICAL OFFICE,2000,21.4
013017,-25.03,128.30,GILES METEOROLOGICAL OFFICE,2001,21.3
013017,-25.03,128.30,GILES METEOROLOGICAL OFFICE,2002,22.9
013017,-25.03,128.30,GILES METEOROLOGICAL OFFICE,2003,22.9
013017,-25.03,128.30,GILES METEOROLOGICAL OFFICE,2004,22.9
013017,-25.03,128.30,GILES METEOROLOGICAL OFFICE,2005,23.5
013017,-25.03,128.30,GILES METEOROLOGICAL OFFICE,2006,23.0
013017,-25.03,128.30,GILES METEOROLOGICAL OFFICE,2007,22.9
013017,-25.03,128.30,GILES METEOROLOGICAL OFFICE,2008,23.2
013017,-25.03,128.30,GILES METEOROLOGICAL OFFICE,2009,23.5
013017,-25.03,128.30,GILES METEOROLOGICAL OFFICE,2010,22.3
013017,-25.03,128.30,GILES METEOROLOGICAL OFFICE,2011,22.2
013017,-25.03,128.30,GILES METEOROLOGICAL OFFICE,2012,22.4
009842,-33.80,115.66,JARRAHWOOD,1910,14.9
009842,-33.80,115.66,JARRAHWOOD,1911,14.5
009842,-33.80,115.66,JARRAHWOOD,1912,15.3
009842,-33.80,115.66,JARRAHWOOD,1913,14.8
009842,-33.80,115.66,JARRAHWOOD,1914,14.9
009842,-33.80,115.66,JARRAHWOOD,1915,15.9
009842,-33.80,115.66,JARRAHWOOD,1916,14.8
009842,-33.80,115.66,JARRAHWOOD,1917,14.4
009842,-33.80,115.66,JARRAHWOOD,1918,15.5
009842,-33.80,115.66,JARRAHWOOD,1919,14.9
009842,-33.80,115.66,JARRAHWOOD,1920,15.4
009842,-33.80,115.66,JARRAHWOOD,1921,15.8
009842,-33.80,115.66,JARRAHWOOD,1922,14.5
009842,-33.80,115.66,JARRAHWOOD,1923,15.0
009842,-33.80,115.66,JARRAHWOOD,1924,14.9
009842,-33.80,115.66,JARRAHWOOD,1925,14.9
009842,-33.80,115.66,JARRAHWOOD,1926,15.0
009842,-33.80,115.66,JARRAHWOOD,1927,14.9
009842,-33.80,115.66,JARRAHWOOD,1928,15.0
009842,-33.80,115.66,JARRAHWOOD,1929,14.4
009842,-33.80,115.66,JARRAHWOOD,1930,15.5
009842,-33.80,115.66,JARRAHWOOD,1931,15.0
009842,-33.80,115.66,JARRAHWOOD,1932,15.3
009842,-33.80,115.66,JARRAHWOOD,1933,15.5
009842,-33.80,115.66,JARRAHWOOD,1934,15.6
009842,-33.80,115.66,JARRAHWOOD,1935,14.6
009842,-33.80,115.66,JARRAHWOOD,1936,15.4
009842,-33.80,115.66,JARRAHWOOD,1937,15.5
009842,-33.80,115.66,JARRAHWOOD,1938,15.0
009842,-33.80,115.66,JARRAHWOOD,1939,15.1
009842,-33.80,115.66,JARRAHWOOD,1940,15.2
009842,-33.80,115.66,JARRAHWOOD,1941,15.6
009842,-33.80,115.66,JARRAHWOOD,1942,15.2
009842,-33.80,115.66,JARRAHWOOD,1943,14.8
009842,-33.80,115.66,JARRAHWOOD,1944,15.1
009842,-33.80,115.66,JARRAHWOOD,1945,15.3
009842,-33.80,115.66,JARRAHWOOD,1946,14.7
009842,-33.80,115.66,JARRAHWOOD,1947,14.9
009842,-33.80,115.66,JARRAHWOOD,1948,15.6
009842,-33.80,115.66,JARRAHWOOD,1949,16.0
009842,-33.80,115.66,JARRAHWOOD,1950,15.4
009842,-33.80,115.66,JARRAHWOOD,1951,14.9
009842,-33.80,115.66,JARRAHWOOD,1952,15.1
009842,-33.80,115.66,JARRAHWOOD,1953,15.0
009842,-33.80,115.66,JARRAHWOOD,1954,15.1
009842,-33.80,115.66,JARRAHWOOD,1955,15.3
009842,-33.80,115.66,JARRAHWOOD,1956,15.1
009842,-33.80,115.66,JARRAHWOOD,1957,15.9
009842,-33.80,115.66,JARRAHWOOD,1958,15.5
009842,-33.80,115.66,JARRAHWOOD,1959,15.6
009842,-33.80,115.66,JARRAHWOOD,1960,14.3
009842,-33.80,115.66,JARRAHWOOD,1961,15.7
009842,-33.80,115.66,JARRAHWOOD,1962,15.9
009842,-33.80,115.66,JARRAHWOOD,1963,16.2
009842,-33.80,115.66,JARRAHWOOD,1964,15.0
009842,-33.80,115.66,JARRAHWOOD,1965,15.6
009842,-33.80,115.66,JARRAHWOOD,1966,15.1
009842,-33.80,115.66,JARRAHWOOD,1967,15.9
009842,-33.80,115.66,JARRAHWOOD,1968,14.4
009842,-33.80,115.66,JARRAHWOOD,1969,15.3
009842,-33.80,115.66,JARRAHWOOD,1970,15.5
009842,-33.80,115.66,JARRAHWOOD,1971,14.7
009842,-33.80,115.66,JARRAHWOOD,1972,16.1
009842,-33.80,115.66,JARRAHWOOD,1973,15.4
009842,-33.80,115.66,JARRAHWOOD,1974,15.6
009842,-33.80,115.66,JARRAHWOOD,1975,15.5
009842,-33.80,115.66,JARRAHWOOD,1976,15.6
009842,-33.80,115.66,JARRAHWOOD,1977,15.8
009842,-33.80,115.66,JARRAHWOOD,1978,16.1
009842,-33.80,115.66,JARRAHWOOD,1979,15.3
009842,-33.80,115.66,JARRAHWOOD,1980,15.4
009842,-33.80,115.66,JARRAHWOOD,1981,14.7
009842,-33.80,115.66,JARRAHWOOD,1982,15.3
009842,-33.80,115.66,JARRAHWOOD,1983,16.3
009842,-33.80,115.66,JARRAHWOOD,1984,15.1
009842,-33.80,115.66,JARRAHWOOD,1985,15.7
009842,-33.80,115.66,JARRAHWOOD,1986,14.8
009842,-33.80,115.66,JARRAHWOOD,1987,15.4
009842,-33.80,115.66,JARRAHWOOD,1988,16.1
009842,-33.80,115.66,JARRAHWOOD,1989,15.4
009842,-33.80,115.66,JARRAHWOOD,1990,15.0
009842,-33.80,115.66,JARRAHWOOD,1991,15.8
009842,-33.80,115.66,JARRAHWOOD,1992,15.5
009842,-33.80,115.66,JARRAHWOOD,1993,15.0
009842,-33.80,115.66,JARRAHWOOD,1994,15.7
009842,-33.80,115.66,JARRAHWOOD,1995,15.8
009842,-33.80,115.66,JARRAHWOOD,1996,15.5
009842,-33.80,115.66,JARRAHWOOD,1997,15.8
009842,-33.80,115.66,JARRAHWOOD,1998,15.5
009842,-33.80,115.66,JARRAHWOOD,1999,16.2
009842,-33.80,115.66,JARRAHWOOD,2000,15.6
009842,-33.80,115.66,JARRAHWOOD,2001,15.3
009842,-33.80,115.66,JARRAHWOOD,2002,15.3
009842,-33.80,115.66,JARRAHWOOD,2003,16.1
009842,-33.80,115.66,JARRAHWOOD,2004,15.6
009842,-33.80,115.66,JARRAHWOOD,2005,15.1
009842,-33.80,115.66,JARRAHWOOD,2006,15.4
009842,-33.80,115.66,JARRAHWOOD,2007,15.6
009842,-33.80,115.66,JARRAHWOOD,2008,15.5
009842,-33.80,115.66,JARRAHWOOD,2009,15.8
009842,-33.80,115.66,JARRAHWOOD,2010,15.8
009842,-33.80,115.66,JARRAHWOOD,2011,16.7
009842,-33.80,115.66,JARRAHWOOD,2012,16.3
098017,-39.88,143.88,KING ISLAND AIRPORT,1914,13.6
098017,-39.88,143.88,KING ISLAND AIRPORT,1915,13.0
098017,-39.88,143.88,KING ISLAND AIRPORT,1916,99999.9
098017,-39.88,143.88,KING ISLAND AIRPORT,1917,99999.9
098017,-39.88,143.88,KING ISLAND AIRPORT,1918,13.5
098017,-39.88,143.88,KING ISLAND AIRPORT,1919,13.3
098017,-39.88,143.88,KING ISLAND AIRPORT,1920,13.0
098017,-39.88,143.88,KING ISLAND AIRPORT,1921,13.8
098017,-39.88,143.88,KING ISLAND AIRPORT,1922,13.0
098017,-39.88,143.88,KING ISLAND AIRPORT,1923,12.5
098017,-39.88,143.88,KING ISLAND AIRPORT,1924,12.1
098017,-39.88,143.88,KING ISLAND AIRPORT,1925,12.6
098017,-39.88,143.88,KING ISLAND AIRPORT,1926,13.0
098017,-39.88,143.88,KING ISLAND AIRPORT,1927,12.6
098017,-39.88,143.88,KING ISLAND AIRPORT,1928,99999.9
098017,-39.88,143.88,KING ISLAND AIRPORT,1929,99999.9
098017,-39.88,143.88,KING ISLAND AIRPORT,1930,13.1
098017,-39.88,143.88,KING ISLAND AIRPORT,1931,12.3
098017,-39.88,143.88,KING ISLAND AIRPORT,1932,12.6
098017,-39.88,143.88,KING ISLAND AIRPORT,1933,12.6
098017,-39.88,143.88,KING ISLAND AIRPORT,1934,13.4
098017,-39.88,143.88,KING ISLAND AIRPORT,1935,13.0
098017,-39.88,143.88,KING ISLAND AIRPORT,1936,13.0
098017,-39.88,143.88,KING ISLAND AIRPORT,1937,12.8
098017,-39.88,143.88,KING ISLAND AIRPORT,1938,13.0
098017,-39.88,143.88,KING ISLAND AIRPORT,1939,13.2
098017,-39.88,143.88,KING ISLAND AIRPORT,1940,12.7
098017,-39.88,143.88,KING ISLAND AIRPORT,1941,12.8
098017,-39.88,143.88,KING ISLAND AIRPORT,1942,12.9
098017,-39.88,143.88,KING ISLAND AIRPORT,1943,12.2
098017,-39.88,143.88,KING ISLAND AIRPORT,1944,12.5
098017,-39.88,143.88,KING ISLAND AIRPORT,1945,12.4
098017,-39.88,143.88,KING ISLAND AIRPORT,1946,12.3
098017,-39.88,143.88,KING ISLAND AIRPORT,1947,13.3
098017,-39.88,143.88,KING ISLAND AIRPORT,1948,12.6
098017,-39.88,143.88,KING ISLAND AIRPORT,1949,11.9
098017,-39.88,143.88,KING ISLAND AIRPORT,1950,12.9
098017,-39.88,143.88,KING ISLAND AIRPORT,1951,12.9
098017,-39.88,143.88,KING ISLAND AIRPORT,1952,99999.9
098017,-39.88,143.88,KING ISLAND AIRPORT,1953,12.6
098017,-39.88,143.88,KING ISLAND AIRPORT,1954,12.5
098017,-39.88,143.88,KING ISLAND AIRPORT,1955,12.7
098017,-39.88,143.88,KING ISLAND AIRPORT,1956,12.7
098017,-39.88,143.88,KING ISLAND AIRPORT,1957,12.9
098017,-39.88,143.88,KING ISLAND AIRPORT,1958,12.4
098017,-39.88,143.88,KING ISLAND AIRPORT,1959,13.0
098017,-39.88,143.88,KING ISLAND AIRPORT,1960,99999.9
098017,-39.88,143.88,KING ISLAND AIRPORT,1961,13.8
098017,-39.88,143.88,KING ISLAND AIRPORT,1962,12.9
098017,-39.88,143.88,KING ISLAND AIRPORT,1963,12.8
098017,-39.88,143.88,KING ISLAND AIRPORT,1964,12.6
098017,-39.88,143.88,KING ISLAND AIRPORT,1965,12.9
098017,-39.88,143.88,KING ISLAND AIRPORT,1966,12.9
098017,-39.88,143.88,KING ISLAND AIRPORT,1967,13.0
098017,-39.88,143.88,KING ISLAND AIRPORT,1968,12.5
098017,-39.88,143.88,KING ISLAND AIRPORT,1969,13.0
098017,-39.88,143.88,KING ISLAND AIRPORT,1970,99999.9
098017,-39.88,143.88,KING ISLAND AIRPORT,1971,13.1
098017,-39.88,143.88,KING ISLAND AIRPORT,1972,99999.9
098017,-39.88,143.88,KING ISLAND AIRPORT,1973,99999.9
098017,-39.88,143.88,KING ISLAND AIRPORT,1974,13.6
098017,-39.88,143.88,KING ISLAND AIRPORT,1975,13.2
098017,-39.88,143.88,KING ISLAND AIRPORT,1976,13.4
098017,-39.88,143.88,KING ISLAND AIRPORT,1977,13.1
098017,-39.88,143.88,KING ISLAND AIRPORT,1978,13.1
098017,-39.88,143.88,KING ISLAND AIRPORT,1979,13.4
098017,-39.88,143.88,KING ISLAND AIRPORT,1980,13.7
098017,-39.88,143.88,KING ISLAND AIRPORT,1981,13.9
098017,-39.88,143.88,KING ISLAND AIRPORT,1982,13.5
098017,-39.88,143.88,KING ISLAND AIRPORT,1983,13.3
098017,-39.88,143.88,KING ISLAND AIRPORT,1984,13.4
098017,-39.88,143.88,KING ISLAND AIRPORT,1985,13.4
098017,-39.88,143.88,KING ISLAND AIRPORT,1986,12.9
098017,-39.88,143.88,KING ISLAND AIRPORT,1987,12.9
098017,-39.88,143.88,KING ISLAND AIRPORT,1988,14.0
098017,-39.88,143.88,KING ISLAND AIRPORT,1989,13.7
098017,-39.88,143.88,KING ISLAND AIRPORT,1990,13.6
098017,-39.88,143.88,KING ISLAND AIRPORT,1991,13.0
098017,-39.88,143.88,KING ISLAND AIRPORT,1992,12.7
098017,-39.88,143.88,KING ISLAND AIRPORT,1993,99999.9
098017,-39.88,143.88,KING ISLAND AIRPORT,1994,12.9
098017,-39.88,143.88,KING ISLAND AIRPORT,1995,12.6
098017,-39.88,143.88,KING ISLAND AIRPORT,1996,12.7
098017,-39.88,143.88,KING ISLAND AIRPORT,1997,13.1
098017,-39.88,143.88,KING ISLAND AIRPORT,1998,12.9
098017,-39.88,143.88,KING ISLAND AIRPORT,1999,13.7
098017,-39.88,143.88,KING ISLAND AIRPORT,2000,13.7
098017,-39.88,143.88,KING ISLAND AIRPORT,2001,13.6
098017,-39.88,143.88,KING ISLAND AIRPORT,2002,13.3
098017,-39.88,143.88,KING ISLAND AIRPORT,2003,13.3
098017,-39.88,143.88,KING ISLAND AIRPORT,2004,12.9
098017,-39.88,143.88,KING ISLAND AIRPORT,2005,13.7
098017,-39.88,143.88,KING ISLAND AIRPORT,2006,12.9
098017,-39.88,143.88,KING ISLAND AIRPORT,2007,14.0
098017,-39.88,143.88,KING ISLAND AIRPORT,2008,13.4
098017,-39.88,143.88,KING ISLAND AIRPORT,2009,13.7
098017,-39.88,143.88,KING ISLAND AIRPORT,2010,13.6
098017,-39.88,143.88,KING ISLAND AIRPORT,2011,13.5
098017,-39.88,143.88,KING ISLAND AIRPORT,2012,13.7
016098,-30.71,134.58,TARCOOLA AERO,1922,18.9
016098,-30.71,134.58,TARCOOLA AERO,1923,19.1
016098,-30.71,134.58,TARCOOLA AERO,1924,17.7
016098,-30.71,134.58,TARCOOLA AERO,1925,18.3
016098,-30.71,134.58,TARCOOLA AERO,1926,18.3
016098,-30.71,134.58,TARCOOLA AERO,1927,18.1
016098,-30.71,134.58,TARCOOLA AERO,1928,18.5
016098,-30.71,134.58,TARCOOLA AERO,1929,17.7
016098,-30.71,134.58,TARCOOLA AERO,1930,19.5
016098,-30.71,134.58,TARCOOLA AERO,1931,17.8
016098,-30.71,134.58,TARCOOLA AERO,1932,18.6
016098,-30.71,134.58,TARCOOLA AERO,1933,18.6
016098,-30.71,134.58,TARCOOLA AERO,1934,19.3
016098,-30.71,134.58,TARCOOLA AERO,1935,18.5
016098,-30.71,134.58,TARCOOLA AERO,1936,18.5
016098,-30.71,134.58,TARCOOLA AERO,1937,18.8
016098,-30.71,134.58,TARCOOLA AERO,1938,19.0
016098,-30.71,134.58,TARCOOLA AERO,1939,18.9
016098,-30.71,134.58,TARCOOLA AERO,1940,18.8
016098,-30.71,134.58,TARCOOLA AERO,1941,18.7
016098,-30.71,134.58,TARCOOLA AERO,1942,19.0
016098,-30.71,134.58,TARCOOLA AERO,1943,18.3
016098,-30.71,134.58,TARCOOLA AERO,1944,18.9
016098,-30.71,134.58,TARCOOLA AERO,1945,18.3
016098,-30.71,134.58,TARCOOLA AERO,1946,17.8
016098,-30.71,134.58,TARCOOLA AERO,1947,18.8
016098,-30.71,134.58,TARCOOLA AERO,1948,18.5
016098,-30.71,134.58,TARCOOLA AERO,1949,18.0
016098,-30.71,134.58,TARCOOLA AERO,1950,18.8
016098,-30.71,134.58,TARCOOLA AERO,1951,19.3
016098,-30.71,134.58,TARCOOLA AERO,1952,18.1
016098,-30.71,134.58,TARCOOLA AERO,1953,18.9
016098,-30.71,134.58,TARCOOLA AERO,1954,18.5
016098,-30.71,134.58,TARCOOLA AERO,1955,18.7
016098,-30.71,134.58,TARCOOLA AERO,1956,18.2
016098,-30.71,134.58,TARCOOLA AERO,1957,18.9
016098,-30.71,134.58,TARCOOLA AERO,1958,18.5
016098,-30.71,134.58,TARCOOLA AERO,1959,19.4
016098,-30.71,134.58,TARCOOLA AERO,1960,18.8
016098,-30.71,134.58,TARCOOLA AERO,1961,19.8
016098,-30.71,134.58,TARCOOLA AERO,1962,19.4
016098,-30.71,134.58,TARCOOLA AERO,1963,19.5
016098,-30.71,134.58,TARCOOLA AERO,1964,18.4
016098,-30.71,134.58,TARCOOLA AERO,1965,19.7
016098,-30.71,134.58,TARCOOLA AERO,1966,18.5
016098,-30.71,134.58,TARCOOLA AERO,1967,18.9
016098,-30.71,134.58,TARCOOLA AERO,1968,18.9
016098,-30.71,134.58,TARCOOLA AERO,1969,18.5
016098,-30.71,134.58,TARCOOLA AERO,1970,18.3
016098,-30.71,134.58,TARCOOLA AERO,1971,18.9
016098,-30.71,134.58,TARCOOLA AERO,1972,19.0
016098,-30.71,134.58,TARCOOLA AERO,1973,19.5
016098,-30.71,134.58,TARCOOLA AERO,1974,18.8
016098,-30.71,134.58,TARCOOLA AERO,1975,18.8
016098,-30.71,134.58,TARCOOLA AERO,1976,18.1
016098,-30.71,134.58,TARCOOLA AERO,1977,19.5
016098,-30.71,134.58,TARCOOLA AERO,1978,18.8
016098,-30.71,134.58,TARCOOLA AERO,1979,19.5
016098,-30.71,134.58,TARCOOLA AERO,1980,19.8
016098,-30.71,134.58,TARCOOLA AERO,1981,19.8
016098,-30.71,134.58,TARCOOLA AERO,1982,19.6
016098,-30.71,134.58,TARCOOLA AERO,1983,19.6
016098,-30.71,134.58,TARCOOLA AERO,1984,19.0
016098,-30.71,134.58,TARCOOLA AERO,1985,19.4
016098,-30.71,134.58,TARCOOLA AERO,1986,19.3
016098,-30.71,134.58,TARCOOLA AERO,1987,19.4
016098,-30.71,134.58,TARCOOLA AERO,1988,19.8
016098,-30.71,134.58,TARCOOLA AERO,1989,18.9
016098,-30.71,134.58,TARCOOLA AERO,1990,19.8
016098,-30.71,134.58,TARCOOLA AERO,1991,20.0
016098,-30.71,134.58,TARCOOLA AERO,1992,18.5
016098,-30.71,134.58,TARCOOLA AERO,1993,19.5
016098,-30.71,134.58,TARCOOLA AERO,1994,19.4
016098,-30.71,134.58,TARCOOLA AERO,1995,19.4
016098,-30.71,134.58,TARCOOLA AERO,1996,19.5
016098,-30.71,134.58,TARCOOLA AERO,1997,19.8
016098,-30.71,134.58,TARCOOLA AERO,1998,19.4
016098,-30.71,134.58,TARCOOLA AERO,1999,19.6
016098,-30.71,134.58,TARCOOLA AERO,2000,20.0
016098,-30.71,134.58,TARCOOLA AERO,2001,19.3
016098,-30.71,134.58,TARCOOLA AERO,2002,99999.9
016098,-30.71,134.58,TARCOOLA AERO,2003,19.7
016098,-30.71,134.58,TARCOOLA AERO,2004,19.8
016098,-30.71,134.58,TARCOOLA AERO,2005,20.0
016098,-30.71,134.58,TARCOOLA AERO,2006,19.9
016098,-30.71,134.58,TARCOOLA AERO,2007,99999.9
016098,-30.71,134.58,TARCOOLA AERO,2008,19.4
016098,-30.71,134.58,TARCOOLA AERO,2009,20.5
016098,-30.71,134.58,TARCOOLA AERO,2010,19.3
016098,-30.71,134.58,TARCOOLA AERO,2011,19.9
016098,-30.71,134.58,TARCOOLA AERO,2012,19.6
040126,-25.52,152.71,MARYBOROUGH,1910,21.1
040126,-25.52,152.71,MARYBOROUGH,1911,20.5
040126,-25.52,152.71,MARYBOROUGH,1912,20.8
040126,-25.52,152.71,MARYBOROUGH,1913,20.5
040126,-25.52,152.71,MARYBOROUGH,1914,21.0
040126,-25.52,152.71,MARYBOROUGH,1915,21.1
040126,-25.52,152.71,MARYBOROUGH,1916,20.9
040126,-25.52,152.71,MARYBOROUGH,1917,20.2
040126,-25.52,152.71,MARYBOROUGH,1918,20.0
040126,-25.52,152.71,MARYBOROUGH,1919,20.5
040126,-25.52,152.71,MARYBOROUGH,1920,20.0
040126,-25.52,152.71,MARYBOROUGH,1921,20.3
040126,-25.52,152.71,MARYBOROUGH,1922,20.4
040126,-25.52,152.71,MARYBOROUGH,1923,19.9
040126,-25.52,152.71,MARYBOROUGH,1924,19.0
040126,-25.52,152.71,MARYBOROUGH,1925,19.9
040126,-25.52,152.71,MARYBOROUGH,1926,20.5
040126,-25.52,152.71,MARYBOROUGH,1927,19.9
040126,-25.52,152.71,MARYBOROUGH,1928,20.4
040126,-25.52,152.71,MARYBOROUGH,1929,20.2
040126,-25.52,152.71,MARYBOROUGH,1930,20.0
040126,-25.52,152.71,MARYBOROUGH,1931,20.5
040126,-25.52,152.71,MARYBOROUGH,1932,20.3
040126,-25.52,152.71,MARYBOROUGH,1933,20.1
040126,-25.52,152.71,MARYBOROUGH,1934,19.6
040126,-25.52,152.71,MARYBOROUGH,1935,20.1
040126,-25.52,152.71,MARYBOROUGH,1936,20.6
040126,-25.52,152.71,MARYBOROUGH,1937,20.1
040126,-25.52,152.71,MARYBOROUGH,1938,20.1
040126,-25.52,152.71,MARYBOROUGH,1939,19.9
040126,-25.52,152.71,MARYBOROUGH,1940,20.6
040126,-25.52,152.71,MARYBOROUGH,1941,20.3
040126,-25.52,152.71,MARYBOROUGH,1942,21.0
040126,-25.52,152.71,MARYBOROUGH,1943,20.3
040126,-25.52,152.71,MARYBOROUGH,1944,20.1
040126,-25.52,152.71,MARYBOROUGH,1945,20.4
040126,-25.52,152.71,MARYBOROUGH,1946,20.4
040126,-25.52,152.71,MARYBOROUGH,1947,19.4
040126,-25.52,152.71,MARYBOROUGH,1948,20.1
040126,-25.52,152.71,MARYBOROUGH,1949,20.0
040126,-25.52,152.71,MARYBOROUGH,1950,19.9
